ID,Lugar,Etapa,Mes,Fecha,Dia,Hora,Usuario,ID_barrio,Barrio1,comuna,Estrato,Hora1,hora_r
168,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,17:00:00,WALZATEC1,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 17:00:00,17
169,VIA PUBLICA,INDAGACIÓN,enero,2020-01-02,jueves,12:00:00,HMONSALVEG1,1784.0,La Hacienda,17,5,1900-01-01 12:00:00,12
170,DOMICILIO,INDAGACIÓN,enero,2020-01-04,sábado,00:00:00,CANGULOA1,3000.0,Rural,30,2,1900-01-01 00:00:00,0
171,VIA PUBLICA,INDAGACIÓN,enero,2020-01-03,viernes,13:30:00,YCASTRILLON,209.0,San Vicente,2,4,1900-01-01 13:30:00,14
172,DOMICILIO,INDAGACIÓN,enero,2020-01-04,sábado,00:00:00,DRODRIGUEZV4,1009.0,Cristóbal Colón,10,3,1900-01-01 00:00:00,0
173,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,04:30:00,FTOVAR,1504.0,Vallado,15,2,1900-01-01 04:30:00,4
174,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,18:45:00,F3LHURTADO,806.0,La Floresta,8,3,1900-01-01 18:45:00,19
175,VIA PUBLICA,INDAGACIÓN,enero,2020-01-05,domingo,00:00:00,ACHAVESC1,302.0,El Peñón,3,5,1900-01-01 00:00:00,0
176,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,20:00:00,F3LHURTADO,2106.0,Desepaz Invicali,21,1,1900-01-01 20:00:00,20
177,VIA PUBLICA,INDAGACIÓN,enero,2020-01-02,jueves,15:50:00,HCASTAÑEDAO2,1495.0,Puerta del Sol,14,1,1900-01-01 15:50:00,16
178,VIA PUBLICA,INDAGACIÓN,enero,2020-01-02,jueves,10:30:00,HCASTAÑEDAO2,2103.0,Calimio Desepaz,21,1,1900-01-01 10:30:00,10
179,DOMICILIO,INDAGACIÓN,enero,2020-01-04,sábado,22:00:00,HCASTAÑEDAO2,3000.0,Rural,30,2,1900-01-01 22:00:00,22
180,VIA PUBLICA,INDAGACIÓN,enero,2020-01-01,miércoles,03:00:00,HCASTAÑEDAO2,1210.0,El Rodeo,12,2,1900-01-01 03:00:00,3
181,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,14:00:00,PONAL_WS,1205.0,El Paraíso,12,3,1900-01-01 14:00:00,14
182,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,05:00:00,PONAL_WS,707.0,Siete de Agosto,7,3,1900-01-01 05:00:00,5
183,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,06:12:00,PONAL_WS,204.0,Normandía,2,6,1900-01-01 06:12:00,6
184,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,05:00:00,PONAL_WS,1774.0,Caney,17,4,1900-01-01 05:00:00,5
185,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,06:00:00,PONAL_WS,1394.0,Marroquín III,13,2,1900-01-01 06:00:00,6
186,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,21:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 21:00:00,21
187,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,07:00:00,PONAL_WS,313.0,El Hoyo,3,3,1900-01-01 07:00:00,7
188,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-02,jueves,15:00:00,PONAL_WS,206.0,Centenario,2,5,1900-01-01 15:00:00,15
189,ESTACION DE ARTICULADO,INDAGACIÓN,enero,2020-01-03,viernes,09:00:00,PONAL_WS,2199.0,Planta de Tratamiento,21,1,1900-01-01 09:00:00,9
190,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:00:00,PONAL_WS,416.0,La Esmeralda,4,2,1900-01-01 17:00:00,17
191,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,21:00:00,PONAL_WS,601.0,San Luís,6,2,1900-01-01 21:00:00,21
192,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,20:40:00,PONAL_WS,810.0,El Troncal,8,3,1900-01-01 20:40:00,21
193,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,10:30:00,PONAL_WS,1602.0,República de Israel,16,2,1900-01-01 10:30:00,10
194,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,18:00:00,PONAL_WS,1014.0,Colseguros Andes,10,4,1900-01-01 18:00:00,18
195,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,06:30:00,PONAL_WS,1309.0,Lleras Restrepo,13,2,1900-01-01 06:30:00,6
196,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,17:00:00,PONAL_WS,1774.0,Caney,17,4,1900-01-01 17:00:00,17
197,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,15:10:00,PONAL_WS,810.0,El Troncal,8,3,1900-01-01 15:10:00,15
198,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-03,viernes,09:00:00,PONAL_WS,310.0,El Calvario,3,3,1900-01-01 09:00:00,9
199,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,10:30:00,PONAL_WS,1313.0,Charco Azul,13,1,1900-01-01 10:30:00,10
200,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,16:00:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 16:00:00,16
201,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,08:30:00,PONAL_WS,101.0,Terrón Colorado,1,2,1900-01-01 08:30:00,8
202,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,16:30:00,PONAL_WS,817.0,La Base,8,3,1900-01-01 16:30:00,16
203,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,10:30:00,PONAL_WS,101.0,Terrón Colorado,1,2,1900-01-01 10:30:00,10
204,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,11:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 11:30:00,12
205,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,10:00:00,PONAL_WS,1921.0,Nueva Tequendama,19,5,1900-01-01 10:00:00,10
206,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,23:30:00,PONAL_WS,1501.0,El Retiro,15,1,1900-01-01 23:30:00,0
207,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,05:00:00,PONAL_WS,1604.0,Antonio Nariño,16,2,1900-01-01 05:00:00,5
208,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,01:00:00,PONAL_WS,798.0,Fepicol,7,3,1900-01-01 01:00:00,1
209,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,08:00:00,PONAL_WS,1921.0,Nueva Tequendama,19,5,1900-01-01 08:00:00,8
210,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,08:30:00,PONAL_WS,902.0,Bretaña,9,3,1900-01-01 08:30:00,8
211,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,20:00:00,PONAL_WS,497.0,La Alianza,4,3,1900-01-01 20:00:00,20
212,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,09:00:00,PONAL_WS,1801.0,Buenos Aires,18,3,1900-01-01 09:00:00,9
213,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,08:30:00,PONAL_WS,901.0,Alameda,9,3,1900-01-01 08:30:00,8
214,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,22:30:00,PONAL_WS,303.0,San Antonio,3,3,1900-01-01 22:30:00,22
215,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,12:00:00,PONAL_WS,303.0,San Antonio,3,3,1900-01-01 12:00:00,12
216,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,12:30:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 12:30:00,12
217,TRANSPORTE PUBLICO URBANO,INDAGACIÓN,enero,2020-01-01,miércoles,14:00:00,PONAL_WS,1703.0,Ciudadela Comfandi,17,3,1900-01-01 14:00:00,14
218,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,19:20:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 19:20:00,19
219,OTRO,INDAGACIÓN,enero,2020-01-07,martes,00:00:00,OQUIÑONES,3000.0,Rural,30,2,1900-01-01 00:00:00,0
220,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,21:00:00,ESAA,3000.0,Rural,30,2,1900-01-01 21:00:00,21
221,VIA PUBLICA,INDAGACIÓN,enero,2020-01-03,viernes,23:00:00,JVILLARREALM1,295.0,Urbanización La Flora,2,5,1900-01-01 23:00:00,23
222,DOMICILIO,INDAGACIÓN,enero,2020-01-04,sábado,20:30:00,JVILLARREALM1,1596.0,Ciudad Cordoba,15,3,1900-01-01 20:30:00,20
223,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,00:05:00,ESAA,1602.0,República de Israel,16,2,1900-01-01 00:05:00,0
224,VIA PUBLICA,INDAGACIÓN,enero,2020-01-06,lunes,20:10:00,JVILLARREALM1,1114.0,Villa del Sur,11,3,1900-01-01 20:10:00,20
225,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,16:30:00,ESAA,209.0,San Vicente,2,4,1900-01-01 16:30:00,16
226,DOMICILIO,INDAGACIÓN,enero,2020-01-07,martes,19:37:00,JVILLARREALM1,707.0,Siete de Agosto,7,3,1900-01-01 19:37:00,20
227,DOMICILIO,INDAGACIÓN,enero,2020-01-08,miércoles,05:10:00,JVILLARREALM1,2101.0,Pizamos I,21,1,1900-01-01 05:10:00,5
228,DOMICILIO,INDAGACIÓN,enero,2020-01-08,miércoles,09:31:00,YMEZA,2103.0,Calimio Desepaz,21,1,1900-01-01 09:31:00,10
229,ESTABLECIMIENTO PUBLICO,INVESTIGACIÓN,enero,2020-01-08,miércoles,12:40:00,JGOMEZR7,294.0,Vipasa,2,4,1900-01-01 12:40:00,13
230,ZONA DE PARQUEO,INDAGACIÓN,enero,2020-01-08,miércoles,11:20:00,YMEZA,1906.0,San Fernando Nuevo,19,4,1900-01-01 11:20:00,11
231,VIA PUBLICA,EJECUCIÓN DE PENAS,enero,2020-01-08,miércoles,16:30:00,PLOZADA,698.0,Sector Puente del Comercio,6,2,1900-01-01 16:30:00,16
232,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-08,miércoles,00:00:00,JBEJARANOM2,1101.0,Barrio San Carlos,11,3,1900-01-01 00:00:00,0
233,DOMICILIO,INDAGACIÓN,enero,2020-01-06,lunes,00:00:00,CANGULOA1,312.0,San Nicolás,3,2,1900-01-01 00:00:00,0
234,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,18:30:00,YCASTRILLON,1305.0,Los Comuneros II Etapa,13,2,1900-01-01 18:30:00,18
235,VIA PUBLICA,INDAGACIÓN,enero,2020-01-04,sábado,08:00:00,JDURANH1,210.0,Santa Mónica,2,5,1900-01-01 08:00:00,8
236,DOMICILIO,INDAGACIÓN,enero,2020-01-01,miércoles,02:00:00,MRODRIGUEZ2,1306.0,Ricardo Balcazar,13,2,1900-01-01 02:00:00,2
237,VEHICULO,INDAGACIÓN,enero,2020-01-01,miércoles,18:30:00,JDURANH1,209.0,San Vicente,2,4,1900-01-01 18:30:00,18
238,DOMICILIO,INDAGACIÓN,enero,2020-01-05,domingo,07:30:00,CACHICANOY,2196.0,Potrero Grande,21,2,1900-01-01 07:30:00,8
239,VIA PUBLICA,INDAGACIÓN,enero,2020-01-04,sábado,10:00:00,YCADENAS1,1784.0,La Hacienda,17,5,1900-01-01 10:00:00,10
240,CERCA ENTIDAD FINANCIERA,INDAGACIÓN,enero,2020-01-08,miércoles,00:00:00,YNARVAEZT1,1013.0,Panamericano,10,3,1900-01-01 00:00:00,0
241,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,16:00:00,YCASTRILLON,1788.0,Bosques del Limonar,17,4,1900-01-01 16:00:00,16
242,DOMICILIO,INDAGACIÓN,enero,2020-01-07,martes,18:45:00,ACHAVESC1,295.0,Urbanización La Flora,2,5,1900-01-01 18:45:00,19
243,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-04,sábado,07:30:00,JDIAZS6,1004.0,Santa Elena,10,3,1900-01-01 07:30:00,8
244,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-04,sábado,07:30:00,JDIAZS6,1004.0,Santa Elena,10,3,1900-01-01 07:30:00,8
245,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-04,sábado,07:30:00,JDIAZS6,1004.0,Santa Elena,10,3,1900-01-01 07:30:00,8
246,DOMICILIO,INDAGACIÓN,enero,2020-01-08,miércoles,00:00:00,JBEJARANOM2,810.0,El Troncal,8,3,1900-01-01 00:00:00,0
247,CERCA AL DOMICILIO,INDAGACIÓN,enero,2020-01-01,miércoles,06:00:00,SRENGIFO,1784.0,La Hacienda,17,5,1900-01-01 06:00:00,6
248,SIN INFORMACION,QUERELLABLE,enero,2020-01-04,sábado,12:13:00,YCADENAS1,1202.0,Asturias,12,2,1900-01-01 12:13:00,12
249,SIN INFORMACION,INDAGACIÓN,enero,2020-01-07,martes,07:40:00,WALZATEC1,2001.0,El Cortijo,20,2,1900-01-01 07:40:00,8
250,CAMPO ABIERTO,INDAGACIÓN,enero,2020-01-08,miércoles,09:30:00,CANGULOA1,304.0,San Cayetano,3,3,1900-01-01 09:30:00,10
251,VIA PUBLICA,INDAGACIÓN,enero,2020-01-05,domingo,13:51:00,JDURANH1,901.0,Alameda,9,3,1900-01-01 13:51:00,14
252,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,08:40:00,WALZATEC1,217.0,Ciudad de Los Álamos,2,3,1900-01-01 08:40:00,9
253,DOMICILIO,INDAGACIÓN,enero,2020-01-06,lunes,03:00:00,HCASTAÑEDAO2,706.0,Urbanización El Angel del Hogar,7,2,1900-01-01 03:00:00,3
254,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,10:00:00,HMUÑOZ1,707.0,Siete de Agosto,7,3,1900-01-01 10:00:00,10
255,OTRO,QUERELLABLE,enero,2020-01-02,jueves,12:00:00,HCASTAÑEDAO2,1304.0,El Poblado II,13,2,1900-01-01 12:00:00,12
256,VIA PUBLICA,INDAGACIÓN,enero,2020-01-06,lunes,19:00:00,HCASTAÑEDAO2,2103.0,Calimio Desepaz,21,1,1900-01-01 19:00:00,19
257,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,14:00:00,AJARAMILLOV1,1502.0,Los Comuneros I Etapa,15,2,1900-01-01 14:00:00,14
258,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,14:00:00,AJARAMILLOV1,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 14:00:00,14
259,VIA PUBLICA,INDAGACIÓN,enero,2020-01-07,martes,14:30:00,HCASTAÑEDAO2,1903.0,El Lido,19,5,1900-01-01 14:30:00,14
260,SIN INFORMACION,QUERELLABLE,enero,2020-01-02,jueves,04:00:00,PONAL_WS,306.0,San Juan Bosco,3,3,1900-01-01 04:00:00,4
261,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,03:00:00,PONAL_WS,908.0,Belalcázar,9,3,1900-01-01 03:00:00,3
262,SIN INFORMACION,INDAGACIÓN,enero,2020-01-06,lunes,21:30:00,PONAL_WS,1501.0,El Retiro,15,1,1900-01-01 21:30:00,22
263,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,03:00:00,PONAL_WS,1803.0,Los Chorros,18,3,1900-01-01 03:00:00,3
264,SIN INFORMACION,INDAGACIÓN,enero,2020-01-07,martes,19:30:00,PONAL_WS,295.0,Urbanización La Flora,2,5,1900-01-01 19:30:00,20
265,SIN INFORMACION,INDAGACIÓN,enero,2020-01-06,lunes,08:00:00,PONAL_WS,1786.0,Cañaverales - Los Samanes,17,3,1900-01-01 08:00:00,8
266,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,11:00:00,PONAL_WS,101.0,Terrón Colorado,1,2,1900-01-01 11:00:00,11
267,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:00:00,PONAL_WS,1912.0,3 de Julio,19,4,1900-01-01 17:00:00,17
268,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:00:00,PONAL_WS,610.0,Ciudadela Floralia,6,2,1900-01-01 17:00:00,17
269,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,06:00:00,PONAL_WS,601.0,San Luís,6,2,1900-01-01 06:00:00,6
270,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,03:20:00,PONAL_WS,906.0,Manuel María Buenaventura,9,3,1900-01-01 03:20:00,3
271,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,08:00:00,PONAL_WS,1701.0,La Playa,17,3,1900-01-01 08:00:00,8
272,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,20:00:00,PONAL_WS,304.0,San Cayetano,3,3,1900-01-01 20:00:00,20
273,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:30:00,PONAL_WS,304.0,San Cayetano,3,3,1900-01-01 17:30:00,18
274,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,21:30:00,PONAL_WS,598.0,Torres de Comfandi,5,3,1900-01-01 21:30:00,22
275,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,07:00:00,PONAL_WS,1904.0,Urbanización Tequendama,19,5,1900-01-01 07:00:00,7
276,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,05:00:00,PONAL_WS,1103.0,La Independencia,11,3,1900-01-01 05:00:00,5
277,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,23:00:00,PONAL_WS,1915.0,Urbanización Colseguros,19,4,1900-01-01 23:00:00,23
278,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-02,jueves,12:00:00,PONAL_WS,1921.0,Nueva Tequendama,19,5,1900-01-01 12:00:00,12
279,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,20:00:00,PONAL_WS,1702.0,Primero de Mayo,17,4,1900-01-01 20:00:00,20
280,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,05:30:00,PONAL_WS,1204.0,Alfonso Barberena A.,12,2,1900-01-01 05:30:00,6
281,SIN INFORMACION,QUERELLABLE,enero,2020-01-03,viernes,06:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 06:00:00,6
282,SIN INFORMACION,INDAGACIÓN,enero,2020-01-01,miércoles,03:00:00,PONAL_WS,907.0,Santa Mónica Belalcázar,9,3,1900-01-01 03:00:00,3
283,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,10:00:00,PONAL_WS,1915.0,Urbanización Colseguros,19,4,1900-01-01 10:00:00,10
284,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,10:00:00,PONAL_WS,801.0,Primitivo Crespo,8,2,1900-01-01 10:00:00,10
285,SIN INFORMACION,QUERELLABLE,enero,2020-01-02,jueves,03:30:00,PONAL_WS,403.0,Porvenir,4,2,1900-01-01 03:30:00,4
286,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,13:30:00,PONAL_WS,1988.0,Cañaveralejo - Seguros Patria,19,5,1900-01-01 13:30:00,14
287,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,22:30:00,PONAL_WS,1207.0,Nueva Floresta,12,3,1900-01-01 22:30:00,22
288,SIN INFORMACION,QUERELLABLE,enero,2020-01-04,sábado,04:40:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 04:40:00,5
289,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,16:00:00,PONAL_WS,602.0,Jorge Eliécer Gaitán,6,2,1900-01-01 16:00:00,16
290,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,10:23:00,PONAL_WS,810.0,El Troncal,8,3,1900-01-01 10:23:00,10
291,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,22:00:00,PONAL_WS,406.0,Salomia,4,3,1900-01-01 22:00:00,22
292,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,22:30:00,PONAL_WS,1983.0,Tejares - Cristales,19,6,1900-01-01 22:30:00,22
293,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,16:00:00,PONAL_WS,1301.0,Ulpiano Lloreda,13,2,1900-01-01 16:00:00,16
294,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,07:00:00,PONAL_WS,2108.0,Ciudad Talanga,21,1,1900-01-01 07:00:00,7
295,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,10:30:00,PONAL_WS,597.0,Los Andes B - La Riviera,5,3,1900-01-01 10:30:00,10
296,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,03:30:00,PONAL_WS,818.0,Urbanización La Base,8,3,1900-01-01 03:30:00,4
297,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,06:00:00,PONAL_WS,902.0,Bretaña,9,3,1900-01-01 06:00:00,6
298,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,13:00:00,PONAL_WS,212.0,La Flora,2,5,1900-01-01 13:00:00,13
299,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:00:00,PONAL_WS,1301.0,Ulpiano Lloreda,13,2,1900-01-01 17:00:00,17
300,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,04:00:00,PONAL_WS,1102.0,Maracaibo,11,3,1900-01-01 04:00:00,4
301,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,04:45:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 04:45:00,5
302,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,12:00:00,PONAL_WS,1602.0,República de Israel,16,2,1900-01-01 12:00:00,12
303,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,15:00:00,PONAL_WS,1697.0,Ciudad 2000,16,4,1900-01-01 15:00:00,15
304,SIN INFORMACION,QUERELLABLE,enero,2020-01-01,miércoles,23:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 23:00:00,23
305,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,04:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 04:00:00,4
306,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,05:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 05:00:00,5
307,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,11:00:00,PONAL_WS,208.0,Versalles,2,5,1900-01-01 11:00:00,11
308,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,18:30:00,PONAL_WS,501.0,El Sena,5,3,1900-01-01 18:30:00,18
309,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,14:00:00,PONAL_WS,311.0,San Pedro,3,3,1900-01-01 14:00:00,14
310,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,18:00:00,PONAL_WS,817.0,La Base,8,3,1900-01-01 18:00:00,18
311,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,17:30:00,PONAL_WS,1994.0,Pampa Linda,19,5,1900-01-01 17:30:00,18
312,SIN INFORMACION,QUERELLABLE,enero,2020-01-01,miércoles,10:00:00,PONAL_WS,810.0,El Troncal,8,3,1900-01-01 10:00:00,10
313,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-02,jueves,10:30:00,PONAL_WS,421.0,Calima,4,3,1900-01-01 10:30:00,10
314,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,04:30:00,PONAL_WS,801.0,Primitivo Crespo,8,2,1900-01-01 04:30:00,4
315,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,01:30:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 01:30:00,2
316,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,23:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 23:00:00,23
317,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,22:00:00,PONAL_WS,1794.0,Prados del Limonar,17,4,1900-01-01 22:00:00,22
318,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,03:10:00,PONAL_WS,2106.0,Desepaz Invicali,21,1,1900-01-01 03:10:00,3
319,TRANSPORTE PUBLICO URBANO,INDAGACIÓN,enero,2020-01-03,viernes,06:30:00,PONAL_WS,1796.0,Urbanización San Joaquin,17,5,1900-01-01 06:30:00,6
320,VEHICULO TAXI,INDAGACIÓN,enero,2020-01-02,jueves,17:30:00,PONAL_WS,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 17:30:00,18
321,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,12:00:00,PONAL_WS,1909.0,Bellavista,19,2,1900-01-01 12:00:00,12
322,SIN INFORMACION,INDAGACIÓN,enero,2020-01-02,jueves,09:30:00,PONAL_WS,701.0,Alfonso Lopez I,7,2,1900-01-01 09:30:00,10
323,SIN INFORMACION,INDAGACIÓN,enero,2020-01-04,sábado,11:30:00,PONAL_WS,1916.0,Los Cámbulos,19,4,1900-01-01 11:30:00,12
324,DOMICILIO,INDAGACIÓN,enero,2020-01-07,martes,19:30:00,AVILLEGASS1,306.0,San Juan Bosco,3,3,1900-01-01 19:30:00,20
325,ALMACEN DE CADENA,INDAGACIÓN,enero,2020-01-08,miércoles,21:30:00,LCRUZB1,1906.0,San Fernando Nuevo,19,4,1900-01-01 21:30:00,22
326,VIA PUBLICA,INDAGACIÓN,enero,2020-01-02,jueves,19:20:00,ESAA,1402.0,Alirio Mora Beltran,14,2,1900-01-01 19:20:00,19
327,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,20:00:00,ESAA,1914.0,Champagnat,19,4,1900-01-01 20:00:00,20
328,ZONA DE PARQUEO,INDAGACIÓN,enero,2020-01-04,sábado,09:00:00,JVILLARREALM1,1598.0,Mojica,15,1,1900-01-01 09:00:00,9
329,EDIFICIO,INDAGACIÓN,enero,2020-01-08,miércoles,12:00:00,RGRIJALBA,1778.0,Santa Anita - La Selva,17,5,1900-01-01 12:00:00,12
330,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,16:30:00,ESAA,415.0,Evaristo García,4,2,1900-01-01 16:30:00,16
331,ZONA DE PARQUEO,INDAGACIÓN,enero,2020-01-07,martes,22:05:00,YMEZA,1787.0,El Limonar,17,3,1900-01-01 22:05:00,22
332,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,16:31:00,YMEZA,901.0,Alameda,9,3,1900-01-01 16:31:00,17
333,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,21:30:00,ESAA,1402.0,Alirio Mora Beltran,14,2,1900-01-01 21:30:00,22
334,VIA PUBLICA,INDAGACIÓN,enero,2020-01-08,miércoles,22:05:00,YMEZA,1784.0,La Hacienda,17,5,1900-01-01 22:05:00,22
335,DOMICILIO,INDAGACIÓN,enero,2020-01-09,jueves,06:20:00,JVILLARREALM1,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 06:20:00,6
