ID,Lugar,Etapa,Mes,Fecha,Dia,Hora,Usuario,ID_barrio,Barrio1,comuna,Estrato,Hora1,hora_r
4410,SIN INFORMACION,QUERELLABLE,febrero,2020-02-22,sábado,22:00:00,PONAL_WS,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 22:00:00,22
4411,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,22:22:00,PONAL_WS,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 22:22:00,22
4412,SIN INFORMACION,QUERELLABLE,febrero,2020-02-24,lunes,19:20:00,PONAL_WS,1775.0,Lili,17,4,1900-01-01 19:20:00,19
4413,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-14,viernes,18:23:00,PONAL_WS,1909.0,Bellavista,19,2,1900-01-01 18:23:00,18
4414,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-10,lunes,14:00:00,PONAL_WS,1801.0,Buenos Aires,18,3,1900-01-01 14:00:00,14
4415,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,07:45:00,PONAL_WS,1013.0,Panamericano,10,3,1900-01-01 07:45:00,8
4416,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,04:30:00,PONAL_WS,818.0,Urbanización La Base,8,3,1900-01-01 04:30:00,4
4417,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,04:30:00,PONAL_WS,599.0,Villa del Prado - El Guabito,5,3,1900-01-01 04:30:00,4
4418,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,09:30:00,PONAL_WS,817.0,La Base,8,3,1900-01-01 09:30:00,10
4419,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,02:00:00,PONAL_WS,1603.0,Unión de Vivienda Popular,16,2,1900-01-01 02:00:00,2
4420,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,16:30:00,PONAL_WS,1908.0,Santa Isabel,19,5,1900-01-01 16:30:00,16
4421,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,12:30:00,PONAL_WS,1778.0,Santa Anita - La Selva,17,5,1900-01-01 12:30:00,12
4422,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,17:30:00,PONAL_WS,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 17:30:00,18
4423,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-18,martes,09:00:00,PONAL_WS,311.0,San Pedro,3,3,1900-01-01 09:00:00,9
4424,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,06:00:00,PONAL_WS,312.0,San Nicolás,3,2,1900-01-01 06:00:00,6
4425,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,09:30:00,PONAL_WS,206.0,Centenario,2,5,1900-01-01 09:30:00,10
4426,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-11,martes,04:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 04:00:00,4
4427,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,06:30:00,PONAL_WS,1914.0,Champagnat,19,4,1900-01-01 06:30:00,6
4428,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,06:10:00,PONAL_WS,1598.0,Mojica,15,1,1900-01-01 06:10:00,6
4429,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,18:30:00,PONAL_WS,1919.0,Cuarto de Legua - Guadalupe,19,5,1900-01-01 18:30:00,18
4430,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,17:40:00,PONAL_WS,313.0,El Hoyo,3,3,1900-01-01 17:40:00,18
4431,PARQUEADERO,INDAGACIÓN,febrero,2020-02-24,lunes,05:00:00,PONAL_WS,1916.0,Los Cámbulos,19,4,1900-01-01 05:00:00,5
4432,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,08:30:00,PONAL_WS,216.0,Menga,2,6,1900-01-01 08:30:00,8
4433,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-21,viernes,11:30:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 11:30:00,12
4434,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,07:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 07:00:00,7
4435,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,08:30:00,PONAL_WS,902.0,Bretaña,9,3,1900-01-01 08:30:00,8
4436,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,19:00:00,PONAL_WS,1907.0,Urbanización Nueva Granada,19,4,1900-01-01 19:00:00,19
4437,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,11:30:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 11:30:00,12
4438,PARQUEADERO,INDAGACIÓN,febrero,2020-02-23,domingo,19:00:00,PONAL_WS,1913.0,El Cedro,19,4,1900-01-01 19:00:00,19
4439,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-19,miércoles,09:00:00,PONAL_WS,503.0,Los Guayacanes,5,3,1900-01-01 09:00:00,9
4440,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,19:00:00,PONAL_WS,1604.0,Antonio Nariño,16,2,1900-01-01 19:00:00,19
4441,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-03,lunes,08:30:00,PONAL_WS,814.0,Chapinero,8,3,1900-01-01 08:30:00,8
4442,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-08,sábado,12:30:00,PONAL_WS,1910.0,San Fernando Viejo,19,5,1900-01-01 12:30:00,12
4443,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-18,martes,12:30:00,PONAL_WS,403.0,Porvenir,4,2,1900-01-01 12:30:00,12
4444,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,07:00:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 07:00:00,7
4445,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,23:00:00,PONAL_WS,1801.0,Buenos Aires,18,3,1900-01-01 23:00:00,23
4446,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,07:10:00,PONAL_WS,1785.0,Los Portales - Nuevo Rey,17,5,1900-01-01 07:10:00,7
4447,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,15:00:00,PONAL_WS,1918.0,Urbanización Militar,19,4,1900-01-01 15:00:00,15
4448,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-19,miércoles,04:30:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 04:30:00,4
4449,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-12,miércoles,06:30:00,PONAL_WS,1785.0,Los Portales - Nuevo Rey,17,5,1900-01-01 06:30:00,6
4450,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,05:00:00,PONAL_WS,809.0,Industrial,8,2,1900-01-01 05:00:00,5
4451,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,20:30:00,PONAL_WS,2003.0,Siloé,20,1,1900-01-01 20:30:00,20
4452,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,05:15:00,PONAL_WS,1905.0,Eucaristico,19,4,1900-01-01 05:15:00,5
4453,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,13:30:00,PONAL_WS,1406.0,José Manuel Marroquín I,14,2,1900-01-01 13:30:00,14
4454,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,12:45:00,PONAL_WS,1905.0,Eucaristico,19,4,1900-01-01 12:45:00,13
4455,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,03:30:00,PONAL_WS,597.0,Los Andes B - La Riviera,5,3,1900-01-01 03:30:00,4
4456,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-13,jueves,16:20:00,PONAL_WS,206.0,Centenario,2,5,1900-01-01 16:20:00,16
4457,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,12:40:00,PONAL_WS,1988.0,Cañaveralejo - Seguros Patria,19,5,1900-01-01 12:40:00,13
4458,SIN INFORMACION,QUERELLABLE,enero,2020-01-30,jueves,02:00:00,PONAL_WS,696.0,San Luis II,6,2,1900-01-01 02:00:00,2
4459,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-09,domingo,07:00:00,PONAL_WS,311.0,San Pedro,3,3,1900-01-01 07:00:00,7
4460,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-21,viernes,13:45:00,PONAL_WS,295.0,Urbanización La Flora,2,5,1900-01-01 13:45:00,14
4461,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,06:30:00,PONAL_WS,311.0,San Pedro,3,3,1900-01-01 06:30:00,6
4462,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,14:00:00,PONAL_WS,208.0,Versalles,2,5,1900-01-01 14:00:00,14
4463,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,19:30:00,PONAL_WS,698.0,Sector Puente del Comercio,6,2,1900-01-01 19:30:00,20
4464,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,18:30:00,PONAL_WS,217.0,Ciudad de Los Álamos,2,3,1900-01-01 18:30:00,18
4465,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,19:00:00,PONAL_WS,1305.0,Los Comuneros II Etapa,13,2,1900-01-01 19:00:00,19
4466,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,06:20:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 06:20:00,6
4467,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,20:00:00,PONAL_WS,1896.0,Sector Meléndez,18,3,1900-01-01 20:00:00,20
4468,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,18:00:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 18:00:00,18
4469,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,22:30:00,PONAL_WS,1705.0,Ciudad Universitaria,17,SD,1900-01-01 22:30:00,22
4470,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,09:00:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 09:00:00,9
4471,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,22:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 22:00:00,22
4472,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,14:20:00,PONAL_WS,1398.0,El Pondaje,13,2,1900-01-01 14:20:00,14
4473,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,17:30:00,PONAL_WS,2196.0,Potrero Grande,21,2,1900-01-01 17:30:00,18
4474,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-21,viernes,11:30:00,PONAL_WS,603.0,Paso del Comercio,6,2,1900-01-01 11:30:00,12
4475,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-18,martes,15:15:00,PONAL_WS,1775.0,Lili,17,4,1900-01-01 15:15:00,15
4476,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,00:00:00,PONAL_WS,217.0,Ciudad de Los Álamos,2,3,1900-01-01 00:00:00,0
4477,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,22:30:00,ESAA,1911.0,Miraflores,19,4,1900-01-01 22:30:00,22
4478,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,10:20:00,JVILLARREALM1,1498.0,Promociones Populares B,14,1,1900-01-01 10:20:00,10
4479,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-23,domingo,13:10:00,ESAA,813.0,Santa Fé,8,3,1900-01-01 13:10:00,13
4480,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,febrero,2020-02-25,martes,18:40:00,DVASQUEZL1,1406.0,José Manuel Marroquín I,14,2,1900-01-01 18:40:00,19
4481,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-21,viernes,18:00:00,JVILLARREALM1,1501.0,El Retiro,15,1,1900-01-01 18:00:00,18
4482,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-24,lunes,18:00:00,JVILLARREALM1,406.0,Salomia,4,3,1900-01-01 18:00:00,18
4483,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,20:30:00,ESAA,1207.0,Nueva Floresta,12,3,1900-01-01 20:30:00,20
4484,DOMICILIO,INDAGACIÓN,febrero,2020-02-26,miércoles,04:00:00,JVILLARREALM1,1101.0,Barrio San Carlos,11,3,1900-01-01 04:00:00,4
4485,DOMICILIO,INDAGACIÓN,febrero,2020-02-25,martes,21:00:00,ESAA,1498.0,Promociones Populares B,14,1,1900-01-01 21:00:00,21
4486,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-23,domingo,09:00:00,JVILLARREALM1,1603.0,Unión de Vivienda Popular,16,2,1900-01-01 09:00:00,9
4487,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,21:00:00,ESAA,1106.0,El Jardín,11,3,1900-01-01 21:00:00,21
4488,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,11:00:00,TMINA,1604.0,Antonio Nariño,16,2,1900-01-01 11:00:00,11
4489,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,02:30:00,ESAA,707.0,Siete de Agosto,7,3,1900-01-01 02:30:00,2
4490,VEHICULO,INDAGACIÓN,febrero,2020-02-26,miércoles,04:30:00,ESAA,601.0,San Luís,6,2,1900-01-01 04:30:00,4
4491,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,21:00:00,ESAA,2197.0,Ciudadela del Rio - CVC,21,2,1900-01-01 21:00:00,21
4492,ALMACEN DE CADENA,INDAGACIÓN,febrero,2020-02-26,miércoles,09:50:00,VIVCOLLA,1790.0,El Gran Limonar,17,5,1900-01-01 09:50:00,10
4493,VIA PUBLICA,JUICIO,febrero,2020-02-26,miércoles,16:00:00,PLOZADA,1780.0,El Ingenio,17,5,1900-01-01 16:00:00,16
4494,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,16:40:00,MPADILLAD1,818.0,Urbanización La Base,8,3,1900-01-01 16:40:00,17
4495,DOMICILIO,INDAGACIÓN,febrero,2020-02-24,lunes,00:00:00,ALARA,295.0,Urbanización La Flora,2,5,1900-01-01 00:00:00,0
4496,OTRO,INDAGACIÓN,febrero,2020-02-25,martes,18:15:00,DRAMIKREZ,207.0,Granada,2,4,1900-01-01 18:15:00,18
4497,DOMICILIO,INDAGACIÓN,febrero,2020-02-15,sábado,00:00:00,ALARA,808.0,Municipal,8,3,1900-01-01 00:00:00,0
4498,DOMICILIO,INDAGACIÓN,febrero,2020-02-11,martes,00:00:00,IRUIZH1,295.0,Urbanización La Flora,2,5,1900-01-01 00:00:00,0
4499,OTRO,INDAGACIÓN,febrero,2020-02-25,martes,08:30:00,CANGULOA1,402.0,Santander,4,2,1900-01-01 08:30:00,8
4500,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,febrero,2020-02-24,lunes,08:00:00,FSARASTY,1791.0,Unicentro Cali,17,5,1900-01-01 08:00:00,8
4501,OTRO,INDAGACIÓN,febrero,2020-02-02,domingo,22:30:00,DRAMIKREZ,2196.0,Potrero Grande,21,2,1900-01-01 22:30:00,22
4502,DOMICILIO,INDAGACIÓN,febrero,2020-02-25,martes,08:55:00,IRUIZH1,1774.0,Caney,17,4,1900-01-01 08:55:00,9
4503,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,10:30:00,GDORADO,1008.0,Olímpico,10,4,1900-01-01 10:30:00,10
4504,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,11:00:00,IRUIZH1,709.0,San Marino,7,2,1900-01-01 11:00:00,11
4505,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-24,lunes,15:45:00,GDORADO,213.0,La Campiña,2,4,1900-01-01 15:45:00,16
4506,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,10:53:00,andrelar,2003.0,Siloé,20,1,1900-01-01 10:53:00,11
4507,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,11:29:00,andrelar,208.0,Versalles,2,5,1900-01-01 11:29:00,11
4508,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-21,viernes,16:00:00,31193711,1310.0,Villa del Lago,13,3,1900-01-01 16:00:00,16
4509,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,19:08:00,andrelar,2101.0,Pizamos I,21,1,1900-01-01 19:08:00,19
4510,SIN INFORMACION,QUERELLABLE,febrero,2020-02-25,martes,14:00:00,crimarti,2101.0,Pizamos I,21,1,1900-01-01 14:00:00,14
4511,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,09:45:00,HCASTAÑEDAO2,1598.0,Mojica,15,1,1900-01-01 09:45:00,10
4512,DOMICILIO,INDAGACIÓN,febrero,2020-02-26,miércoles,06:30:00,HCASTAÑEDAO2,1498.0,Promociones Populares B,14,1,1900-01-01 06:30:00,6
4513,ESTACION TRANSPORTE MASIVO,INDAGACIÓN,febrero,2020-02-21,viernes,10:00:00,CSOGAMOSO,1896.0,Sector Meléndez,18,3,1900-01-01 10:00:00,10
4514,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-25,martes,18:00:00,CSOGAMOSO,307.0,Santa Rosa,3,3,1900-01-01 18:00:00,18
4515,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,10:40:00,CSOGAMOSO,1702.0,Primero de Mayo,17,4,1900-01-01 10:40:00,11
4516,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-19,miércoles,16:00:00,CSOGAMOSO,3000.0,Rural,30,2,1900-01-01 16:00:00,16
4517,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,02:00:00,PONAL_WS,502.0,Los Andes,5,3,1900-01-01 02:00:00,2
4518,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,12:30:00,PONAL_WS,1599.0,El Morichal,15,2,1900-01-01 12:30:00,12
4519,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,19:30:00,PONAL_WS,1789.0,El Gran Limonar - Cataya,17,5,1900-01-01 19:30:00,20
4520,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,20:00:00,PONAL_WS,1499.0,Los Naranjos II,14,1,1900-01-01 20:00:00,20
4521,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,febrero,2020-02-22,sábado,17:00:00,PONAL_WS,608.0,Los Guaduales,6,3,1900-01-01 17:00:00,17
4522,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,05:00:00,PONAL_WS,1106.0,El Jardín,11,3,1900-01-01 05:00:00,5
4523,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,06:30:00,PONAL_WS,1908.0,Santa Isabel,19,5,1900-01-01 06:30:00,6
4524,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,22:30:00,PONAL_WS,1913.0,El Cedro,19,4,1900-01-01 22:30:00,22
4525,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,13:30:00,PONAL_WS,2296.0,Parcelaciones Pance,22,6,1900-01-01 13:30:00,14
4526,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,02:00:00,PONAL_WS,803.0,Saavedra Galindo,8,2,1900-01-01 02:00:00,2
4527,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,07:30:00,PONAL_WS,1796.0,Urbanización San Joaquin,17,5,1900-01-01 07:30:00,8
4528,SIN INFORMACION,INDAGACIÓN,enero,2020-01-30,jueves,04:20:00,PONAL_WS,405.0,Manzanares,4,3,1900-01-01 04:20:00,4
4529,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-23,domingo,05:00:00,PONAL_WS,1803.0,Los Chorros,18,3,1900-01-01 05:00:00,5
4530,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,20:00:00,PONAL_WS,1916.0,Los Cámbulos,19,4,1900-01-01 20:00:00,20
4531,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,16:30:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 16:30:00,16
4532,PARQUEADERO,INDAGACIÓN,febrero,2020-02-20,jueves,17:30:00,PONAL_WS,1775.0,Lili,17,4,1900-01-01 17:30:00,18
4533,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-19,miércoles,11:00:00,PONAL_WS,604.0,Los Alcázares,6,3,1900-01-01 11:00:00,11
4534,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,10:00:00,PONAL_WS,1789.0,El Gran Limonar - Cataya,17,5,1900-01-01 10:00:00,10
4535,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,10:00:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 10:00:00,10
4536,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,23:30:00,PONAL_WS,1896.0,Sector Meléndez,18,3,1900-01-01 23:30:00,0
4537,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-26,domingo,22:00:00,PONAL_WS,218.0,Chipichape,2,4,1900-01-01 22:00:00,22
4538,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,10:00:00,PONAL_WS,1002.0,El Guabal,10,3,1900-01-01 10:00:00,10
4539,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,07:30:00,PONAL_WS,814.0,Chapinero,8,3,1900-01-01 07:30:00,8
4540,LOCAL COMERCIAL,INDAGACIÓN,febrero,2020-02-20,jueves,14:00:00,PONAL_WS,421.0,Calima,4,3,1900-01-01 14:00:00,14
4541,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,18:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 18:00:00,18
4542,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-15,sábado,07:00:00,PONAL_WS,1703.0,Ciudadela Comfandi,17,3,1900-01-01 07:00:00,7
4543,SIN INFORMACION,QUERELLABLE,febrero,2020-02-25,martes,07:00:00,PONAL_WS,1702.0,Primero de Mayo,17,4,1900-01-01 07:00:00,7
4544,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,12:30:00,PONAL_WS,1778.0,Santa Anita - La Selva,17,5,1900-01-01 12:30:00,12
4545,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,04:00:00,PONAL_WS,101.0,Terrón Colorado,1,2,1900-01-01 04:00:00,4
4546,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,14:15:00,PONAL_WS,1605.0,Brisas del Limonar,16,2,1900-01-01 14:15:00,14
4547,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-22,sábado,10:30:00,PONAL_WS,1808.0,Prados del Sur,18,2,1900-01-01 10:30:00,10
4548,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,15:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 15:00:00,15
4549,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,15:40:00,PONAL_WS,1697.0,Ciudad 2000,16,4,1900-01-01 15:40:00,16
4550,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-20,jueves,10:30:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 10:30:00,10
4551,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,12:00:00,PONAL_WS,312.0,San Nicolás,3,2,1900-01-01 12:00:00,12
4552,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,06:00:00,PONAL_WS,814.0,Chapinero,8,3,1900-01-01 06:00:00,6
4553,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,06:30:00,PONAL_WS,1896.0,Sector Meléndez,18,3,1900-01-01 06:30:00,6
4554,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-18,martes,10:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 10:00:00,10
4555,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,07:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 07:00:00,7
4556,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,10:00:00,PONAL_WS,1313.0,Charco Azul,13,1,1900-01-01 10:00:00,10
4557,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-25,martes,07:00:00,PONAL_WS,1783.0,Ciudad Capri,17,5,1900-01-01 07:00:00,7
4558,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-24,lunes,07:30:00,PONAL_WS,302.0,El Peñón,3,5,1900-01-01 07:30:00,8
4559,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,07:00:00,PONAL_WS,2103.0,Calimio Desepaz,21,1,1900-01-01 07:00:00,7
4560,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-26,miércoles,07:00:00,PONAL_WS,1804.0,Meléndez,18,3,1900-01-01 07:00:00,7
4561,SIN INFORMACION,INDAGACIÓN,enero,2020-01-20,lunes,15:00:00,6457946,305.0,Los Libertadores,3,3,1900-01-01 15:00:00,15
4562,DOMICILIO,JUICIO,febrero,2020-02-26,miércoles,16:50:00,PLOZADA,1778.0,Santa Anita - La Selva,17,5,1900-01-01 16:50:00,17
4563,VIA PUBLICA,JUICIO,febrero,2020-02-26,miércoles,20:30:00,PLOZADA,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 20:30:00,20
4564,DOMICILIO,INDAGACIÓN,febrero,2020-02-27,jueves,05:30:00,JSALAZARG4,798.0,Fepicol,7,3,1900-01-01 05:30:00,6
4565,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,16:00:00,ESAA,2108.0,Ciudad Talanga,21,1,1900-01-01 16:00:00,16
4566,ZONA DE PARQUEO,INDAGACIÓN,febrero,2020-02-26,miércoles,16:00:00,JVILLARREALM1,213.0,La Campiña,2,4,1900-01-01 16:00:00,16
4567,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,00:00:00,ESAA,1909.0,Bellavista,19,2,1900-01-01 00:00:00,0
4568,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-27,jueves,06:30:00,YMEZA,1122.0,Primavera,11,2,1900-01-01 06:30:00,6
4569,ZONA DE PARQUEO,INDAGACIÓN,febrero,2020-02-27,jueves,08:00:00,JVILLARREALM1,818.0,Urbanización La Base,8,3,1900-01-01 08:00:00,8
4570,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,12:15:00,JSALAZARG4,1308.0,El Diamante,13,2,1900-01-01 12:15:00,12
4571,ZONA DE PARQUEO,INDAGACIÓN,febrero,2020-02-26,miércoles,17:30:00,YMEZA,610.0,Ciudadela Floralia,6,2,1900-01-01 17:30:00,18
4572,DOMICILIO,INDAGACIÓN,febrero,2020-02-25,martes,07:00:00,JSALAZARG4,217.0,Ciudad de Los Álamos,2,3,1900-01-01 07:00:00,7
4573,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,16:30:00,LORTEGAC2,1303.0,El Poblado,13,2,1900-01-01 16:30:00,16
4574,DOMICILIO,INDAGACIÓN,febrero,2020-02-27,jueves,11:40:00,MPLAZA,207.0,Granada,2,4,1900-01-01 11:40:00,12
4575,VIA PUBLICA,INDAGACIÓN,febrero,2020-02-26,miércoles,19:30:00,YMEZA,1207.0,Nueva Floresta,12,3,1900-01-01 19:30:00,20
